Sagarawat Electricals,,,,,
List of Items,,,,,
Name,Parent Group,Unit,Price,Disc,Nett
LEGRAND ALLZY GOLD PLATE 16M 681342,LEGRAND ALLZY,Nos,734,55,330.3
LEGRAND ALLZY GOLD PLATE 18M 681343,LEGRAND ALLZY,Nos,778,55,350.1
LEGRAND ALLZY MB BELL SWITCH 1M 681210,LEGRAND ALLZY,Nos,166,55,74.7
LEGRAND ALLZY MB BELL SWITCH 2M 681214,LEGRAND ALLZY,Nos,256,55,115.2
LEGRAND ALLZY MB BLANK PLATE 1M 681269,LEGRAND ALLZY,Nos,40,55,18
LEGRAND ALLZY MB DP SWITCH 20A 681215,LEGRAND ALLZY,Nos,300,55,135
LEGRAND ALLZY MB DP SWITCH 32A 681216,LEGRAND ALLZY,Nos,410,55,184.5
LEGRAND ALLZY MB FAN REG 8 STEP 681242,LEGRAND ALLZY,Nos,848,55,381.6
LEGRAND ALLZY MB FAN REGULATOR 1M 681240,LEGRAND ALLZY,Nos,660,55,297
LEGRAND ALLZY MB FAN REGULATOR 2M 681241,LEGRAND ALLZY,Nos,750,55,337.5
LEGRAND ALLZY MB INDICATOR 681238,LEGRAND ALLZY,Nos,210,55,94.5
LEGRAND ALLZY MB KEYTAG DP 32A 681217,LEGRAND ALLZY,Nos,676,55,304.2
LEGRAND ALLZY MB MCB 16A SP 1M 681258,LEGRAND ALLZY,Nos,572,55,257.4
LEGRAND ALLZY MB MCB 20A SP 1M 681259,LEGRAND ALLZY,Nos,572,55,257.4
LEGRAND ALLZY MB MCB 25A SP 1M 681260,LEGRAND ALLZY,Nos,572,55,257.4
LEGRAND ALLZY MB MCB 32A SP 1M 681261,LEGRAND ALLZY,Nos,572,55,257.4
LEGRAND ALLZY MB PLATE  1M 681311,LEGRAND ALLZY,Nos,184,55,82.8
LEGRAND ALLZY MB PLATE  2M 681312,LEGRAND ALLZY,Nos,184,55,82.8
LEGRAND ALLZY MB PLATE  3M 681313,LEGRAND ALLZY,Nos,242,55,108.9
LEGRAND ALLZY MB PLATE  4M 681314,LEGRAND ALLZY,Nos,278,55,125.1
LEGRAND ALLZY MB PLATE  6M 681315,LEGRAND ALLZY,Nos,378,55,170.1
LEGRAND ALLZY MB PLATE  8M HZ 681316,LEGRAND ALLZY,Nos,416,55,187.2
LEGRAND ALLZY MB PLATE  8M SQ 681317,LEGRAND ALLZY,Nos,416,55,187.2
LEGRAND ALLZY MB PLATE 12M 681319,LEGRAND ALLZY,Nos,606,55,272.7
LEGRAND ALLZY MB PLATE 16M 681320,LEGRAND ALLZY,Nos,690,55,310.5
LEGRAND ALLZY MB PLATE 18M 681321,LEGRAND ALLZY,Nos,734,55,330.3
LEGRAND ALLZY MB RJ11 TELE JACK 681230,LEGRAND ALLZY,Nos,166,55,74.7
LEGRAND ALLZY MB RJ45 CAT6 JACK 681232,LEGRAND ALLZY,Nos,857,55,385.65
LEGRAND ALLZY MB SKRTING LIGHT 2M 681250,LEGRAND ALLZY,Nos,536,55,241.2
LEGRAND ALLZY MB SOCKET  6A (N) 681224,LEGRAND ALLZY,Nos,226,55,101.7
LEGRAND ALLZY MB SOCKET  6A 681221,LEGRAND ALLZY,Nos,226,55,101.7
LEGRAND ALLZY MB SOCKET 13A 681223,LEGRAND ALLZY,Nos,256,55,115.2
LEGRAND ALLZY MB SOCKET 16A 681222,LEGRAND ALLZY,Nos,306,55,137.7
LEGRAND ALLZY MB SOCKET 25A 681226,LEGRAND ALLZY,Nos,346,55,155.7
LEGRAND ALLZY MB SWITCH  6A 2W 681211,LEGRAND ALLZY,Nos,138,55,62.1
LEGRAND ALLZY MB SWITCH  6A 681200,LEGRAND ALLZY,Nos,58,55,26.1
LEGRAND ALLZY MB SWITCH 16A 2W 681212,LEGRAND ALLZY,Nos,242,55,108.9
LEGRAND ALLZY MB SWITCH 16A IND 681205,LEGRAND ALLZY,Nos,220,55,99
LEGRAND ALLZY MB SWITCH 25A IND 681206,LEGRAND ALLZY,Nos,276,55,124.2
LEGRAND ALLZY MB TV SOCKET 681233,LEGRAND ALLZY,Nos,154,55,69.3
LEGRAND ALLZY MB USB CHARGER 1M 681252,LEGRAND ALLZY,Nos,1402,55,630.9
LEGRAND ALLZY MB USB CHARGER 2M 681251,LEGRAND ALLZY,Nos,2072,55,932.4
LEGRAND ALLZY R GOLD PLATE  1M 681355,LEGRAND ALLZY,Nos,194,55,87.3
LEGRAND ALLZY R GOLD PLATE  2M 681356,LEGRAND ALLZY,Nos,194,55,87.3
LEGRAND ALLZY R GOLD PLATE  3M 681357,LEGRAND ALLZY,Nos,262,55,117.9
LEGRAND ALLZY R GOLD PLATE  4M 681358,LEGRAND ALLZY,Nos,284,55,127.8
LEGRAND ALLZY R GOLD PLATE  6M 681359,LEGRAND ALLZY,Nos,420,55,189
LEGRAND ALLZY R GOLD PLATE  8M HZ 681360,LEGRAND ALLZY,Nos,468,55,210.6
LEGRAND ALLZY R GOLD PLATE  8M SQ 681361,LEGRAND ALLZY,Nos,468,55,210.6
LEGRAND ALLZY R GOLD PLATE 12M 681363,LEGRAND ALLZY,Nos,676,55,304.2
LEGRAND ALLZY R GOLD PLATE 16M 681364,LEGRAND ALLZY,Nos,734,55,330.3
LEGRAND ALLZY R GOLD PLATE 18M 681365,LEGRAND ALLZY,Nos,778,55,350.1
LEGRAND ALLZY WH 2 PIN SOCKET  6A 681125,LEGRAND ALLZY,Nos,126,55,56.7
LEGRAND ALLZY WH BELL SWITCH 1M 681110,LEGRAND ALLZY,Nos,146,55,65.7
LEGRAND ALLZY WH BELL SWITCH 2M 681114,LEGRAND ALLZY,Nos,222,55,99.9
LEGRAND ALLZY WH BLANK PLATE 1M 681169,LEGRAND ALLZY,Nos,34,55,15.3
LEGRAND ALLZY WH BUZZER 1M 681139,LEGRAND ALLZY,Nos,364,55,163.8
LEGRAND ALLZY WH DIMMER 2M 681144,LEGRAND ALLZY,Nos,752,55,338.4
LEGRAND ALLZY WH DP SWITCH 20A 681115,LEGRAND ALLZY,Nos,268,55,120.6
LEGRAND ALLZY WH DP SWITCH 32A 681116,LEGRAND ALLZY,Nos,356,55,160.2
LEGRAND ALLZY WH FAN REG 8 STEP 681142,LEGRAND ALLZY,Nos,718,55,323.1
LEGRAND ALLZY WH FAN REGULATOR 1M 681140,LEGRAND ALLZY,Nos,570,55,256.5
LEGRAND ALLZY WH FAN REGULATOR 2M 681141,LEGRAND ALLZY,Nos,658,55,296.1
LEGRAND ALLZY WH INDICATOR 681138,LEGRAND ALLZY,Nos,190,55,85.5
LEGRAND ALLZY WH KEYCARD SW. 16A 681147,LEGRAND ALLZY,Nos,2864,55,1288.8
LEGRAND ALLZY WH KEYTAG DP SW 16A 681117,LEGRAND ALLZY,Nos,594,55,267.3
LEGRAND ALLZY WH MCB 10A SP 1M 681157,LEGRAND ALLZY,Nos,502,55,225.9
LEGRAND ALLZY WH MCB 16A SP 1M 681158,LEGRAND ALLZY,Nos,502,55,225.9
LEGRAND ALLZY WH MCB 20A DP 1M 681163,LEGRAND ALLZY,Nos,954,55,429.3
LEGRAND ALLZY WH MCB 20A SP 1M 681159,LEGRAND ALLZY,Nos,502,55,225.9
LEGRAND ALLZY WH MCB 25A SP 1M 681160,LEGRAND ALLZY,Nos,502,55,225.9
LEGRAND ALLZY WH MCB 32A DP 2M 681165,LEGRAND ALLZY,Nos,954,55,429.3
LEGRAND ALLZY WH MCB 32A SP 1M 681161,LEGRAND ALLZY,Nos,502,55,225.9
LEGRAND ALLZY WH PLATE  1M 681300,LEGRAND ALLZY,Nos,144,55,64.8
LEGRAND ALLZY WH PLATE  2M 681301,LEGRAND ALLZY,Nos,144,55,64.8
LEGRAND ALLZY WH PLATE  3M 681302,LEGRAND ALLZY,Nos,204,55,91.8
LEGRAND ALLZY WH PLATE  4M 681303,LEGRAND ALLZY,Nos,216,55,97.2
LEGRAND ALLZY WH PLATE  6M 681304,LEGRAND ALLZY,Nos,296,55,133.2
LEGRAND ALLZY WH PLATE  8M HZ 681305,LEGRAND ALLZY,Nos,362,55,162.9
LEGRAND ALLZY WH PLATE  8M SQ 681306,LEGRAND ALLZY,Nos,362,55,162.9
LEGRAND ALLZY WH PLATE 12M 681308,LEGRAND ALLZY,Nos,552,55,248.4
LEGRAND ALLZY WH PLATE 16M 681309,LEGRAND ALLZY,Nos,556,55,250.2
LEGRAND ALLZY WH PLATE 18M 681310,LEGRAND ALLZY,Nos,594,55,267.3
LEGRAND ALLZY WH RJ11 TELE JACK 681130,LEGRAND ALLZY,Nos,140,55,63
LEGRAND ALLZY WH RJ45 CAT6 JACK 681132,LEGRAND ALLZY,Nos,729,55,328.05
LEGRAND ALLZY WH SKRTING LIGHT 2M 681150,LEGRAND ALLZY,Nos,470,55,211.5
LEGRAND ALLZY WH SOCKET  6A 681121,LEGRAND ALLZY,Nos,188,55,84.6
LEGRAND ALLZY WH SOCKET  6A-3P 681124,LEGRAND ALLZY,Nos,188,55,84.6
LEGRAND ALLZY WH SOCKET 13A 681123,LEGRAND ALLZY,Nos,208,55,93.6
LEGRAND ALLZY WH SOCKET 16A 681122,LEGRAND ALLZY,Nos,270,55,121.5
LEGRAND ALLZY WH SOCKET 25A 681126,LEGRAND ALLZY,Nos,268,55,120.6
LEGRAND ALLZY WH SWITCH  6A 2W 681111,LEGRAND ALLZY,Nos,122,55,54.9
LEGRAND ALLZY WH SWITCH  6A 681100,LEGRAND ALLZY,Nos,54,55,24.3
LEGRAND ALLZY WH SWITCH 16A 2W 681112,LEGRAND ALLZY,Nos,212,55,95.4
LEGRAND ALLZY WH SWITCH 16A IND 681105,LEGRAND ALLZY,Nos,190,55,85.5
LEGRAND ALLZY WH SWITCH 25A IND 681106,LEGRAND ALLZY,Nos,244,55,109.8
LEGRAND ALLZY WH TV SOCKET 681133,LEGRAND ALLZY,Nos,134,55,60.3
LEGRAND ALLZY WH USB CHARGER 1M 681152,LEGRAND ALLZY,Nos,1116,55,502.2
LEGRAND ALLZY WH USB CHARGER 1M 681184,LEGRAND ALLZY,Nos,3244,55,1459.8
LEGRAND ALLZY WH USB CHARGER 2M 681151,LEGRAND ALLZY,Nos,1782,55,801.9
LEGRAND ALLZY WH USB CHARGER 2M 681185,LEGRAND ALLZY,Nos,6158,55,2771.1
LEGRAND ART ADV CLS PLATE  1M AC1200MB,ARTEOR ADV,Nos,614,47,325.42
LEGRAND ART ADV CLS PLATE  1M AC1200MT,ARTEOR ADV,Nos,614,47,325.42
LEGRAND ART ADV CLS PLATE  1M AC1200MW,ARTEOR ADV,Nos,510,47,270.3
LEGRAND ART ADV CLS PLATE  2M AC1201MB,ARTEOR ADV,Nos,648,47,343.44
LEGRAND ART ADV CLS PLATE  2M AC1201MT,ARTEOR ADV,Nos,648,47,343.44
LEGRAND ART ADV CLS PLATE  2M AC1201MW,ARTEOR ADV,Nos,528,47,279.84
LEGRAND ART ADV CLS PLATE  3M AC1202MB,ARTEOR ADV,Nos,686,47,363.58
LEGRAND ART ADV CLS PLATE  3M AC1202MT,ARTEOR ADV,Nos,686,47,363.58
LEGRAND ART ADV CLS PLATE  3M AC1202MW,ARTEOR ADV,Nos,658,47,348.74
LEGRAND ART ADV CLS PLATE  4M AC1203MB,ARTEOR ADV,Nos,778,47,412.34
LEGRAND ART ADV CLS PLATE  4M AC1203MT,ARTEOR ADV,Nos,778,47,412.34
LEGRAND ART ADV CLS PLATE  4M AC1203MW,ARTEOR ADV,Nos,700,47,371
LEGRAND ART ADV CLS PLATE  6M AC1205MB,ARTEOR ADV,Nos,1330,47,704.9
LEGRAND ART ADV CLS PLATE  6M AC1205MT,ARTEOR ADV,Nos,1330,47,704.9
LEGRAND ART ADV CLS PLATE  6M AC1205MW,ARTEOR ADV,Nos,964,47,510.92
LEGRAND ART ADV CLS PLATE  8MHZ AC1207MB,ARTEOR ADV,Nos,1476,47,782.28
LEGRAND ART ADV CLS PLATE  8MHZ AC1207MT,ARTEOR ADV,Nos,1476,47,782.28
LEGRAND ART ADV CLS PLATE  8MHZ AC1207MW,ARTEOR ADV,Nos,1140,47,604.2
LEGRAND ART ADV CLS PLATE  8MSQ AC1208MB,ARTEOR ADV,Nos,1872,47,992.16
LEGRAND ART ADV CLS PLATE  8MSQ AC1208MT,ARTEOR ADV,Nos,1872,47,992.16
LEGRAND ART ADV CLS PLATE  8MSQ AC1208MW,ARTEOR ADV,Nos,1666,47,882.98
LEGRAND ART ADV CLS PLATE 12M AC1210MB,ARTEOR ADV,Nos,2430,47,1287.9
LEGRAND ART ADV CLS PLATE 12M AC1210MT,ARTEOR ADV,Nos,2430,47,1287.9
LEGRAND ART ADV CLS PLATE 12M AC1210MW,ARTEOR ADV,Nos,2216,47,1174.48
LEGRAND ART ADV CLS PLATE 16M AC1213MB,ARTEOR ADV,Nos,2760,47,1462.8
LEGRAND ART ADV CLS PLATE 16M AC1213MT,ARTEOR ADV,Nos,2760,47,1462.8
LEGRAND ART ADV CLS PLATE 16M AC1213MW,ARTEOR ADV,Nos,2436,47,1291.08
LEGRAND ART ADV CLS PLATE 18M AC1211MB,ARTEOR ADV,Nos,3226,47,1709.78
LEGRAND ART ADV CLS PLATE 18M AC1211MT,ARTEOR ADV,Nos,3226,47,1709.78
LEGRAND ART ADV CLS PLATE 18M AC1211MW,ARTEOR ADV,Nos,2872,47,1522.16
LEGRAND ART RO MG BELL PUSH 2M 573396,ARTEOR,Nos,816,55,367.2
LEGRAND ART RO MG BLANK PLATE 2M 573187,ARTEOR,Nos,146,55,65.7
LEGRAND ART RO MG DP SWITCH 20A 573392,ARTEOR,Nos,1572,55,707.4
LEGRAND ART RO MG FAN REG 2M 573103,ARTEOR,Nos,2410,55,1084.5
LEGRAND ART RO MG LIGHT DIMMER 2M 573366,ARTEOR,Nos,2396,55,1078.2
LEGRAND ART RO MG SOCKET 13A. 573689,ARTEOR,Nos,810,55,364.5
LEGRAND ART RO MG SWICH 20A 2M-2W 573171,ARTEOR,Nos,962,55,432.9
LEGRAND ART RO MG SWITCH  6A  L 573350,ARTEOR,Nos,400,55,180
LEGRAND ART RO MG SWITCH  6A  R 573351,ARTEOR,Nos,400,55,180
LEGRAND ART RO MG SWITCH  6A 2W L 573355,ARTEOR,Nos,528,55,237.6
LEGRAND ART RO MG SWITCH  6A 2W R 573356,ARTEOR,Nos,528,55,237.6
LEGRAND ART RO MG SWITCH 16A 1W L 572564,ARTEOR,Nos,732,55,329.4
LEGRAND ART RO MG SWITCH 16A 1W R 572565,ARTEOR,Nos,732,55,329.4
LEGRAND ART RO MG SWITCH 16A 2W L 573372,ARTEOR,Nos,1014,55,456.3
LEGRAND ART RO MG SWITCH 16A 2W R 573373,ARTEOR,Nos,1014,55,456.3
LEGRAND ART RO MG SWITCH 20A 2M 573390,ARTEOR,Nos,830,55,373.5
LEGRAND ART RO MG SWITCH 3 GNG 2M 573172,ARTEOR,Nos,2014,55,906.3
LEGRAND ART RO MG SWITCH 32A DP 573376,ARTEOR,Nos,2270,55,1021.5
LEGRAND ART RO MG TELE/CAT-6 2M 572824,ARTEOR,Nos,1727,55,777.15
LEGRAND ART RO MG USB CHARGER 2M 573623,ARTEOR,Nos,3832,55,1724.4
LEGRAND ART RO MG USB SOCKET 573774,ARTEOR,Nos,2248,55,1011.6
LEGRAND ART RO WH BELL PUSH 1M 573331,ARTEOR,Nos,490,55,220.5
LEGRAND ART RO WH BELL PUSH 2M 573346,ARTEOR,Nos,696,55,313.2
LEGRAND ART RO WH BLANK PLATE 2M 573087,ARTEOR,Nos,124,55,55.8
LEGRAND ART RO WH DND MMR B.PUSH 572067,ARTEOR,Nos,3578,55,1610.1
LEGRAND ART RO WH DND MMR INT 572074,ARTEOR,Nos,2848,55,1281.6
LEGRAND ART RO WH DP SWITCH 20A 573342,ARTEOR,Nos,1360,55,612
LEGRAND ART RO WH FAN REG 2M 573003,ARTEOR,Nos,2096,55,943.2
LEGRAND ART RO WH LIGHT DIMMER 2M 573066,ARTEOR,Nos,2068,55,930.6
LEGRAND ART RO WH MIR PLATE  2M 575904,ARTEOR,Nos,3250,55,1462.5
LEGRAND ART RO WH MIR PLATE  3M 575914,ARTEOR,Nos,3486,55,1568.7
LEGRAND ART RO WH MIR PLATE  4M 575924,ARTEOR,Nos,3708,55,1668.6
LEGRAND ART RO WH MIR PLATE  6M 575934,ARTEOR,Nos,6708,55,3018.6
LEGRAND ART RO WH MIR PLATE  8MHZ 576584,ARTEOR,Nos,7408,55,3333.6
LEGRAND ART RO WH MIR PLATE  8MSQ 575944,ARTEOR,Nos,8914,55,4011.3
LEGRAND ART RO WH MIR PLATE 12M 575954,ARTEOR,Nos,11544,55,5194.8
LEGRAND ART RO WH PLATE  2M 575900,ARTEOR,Nos,498,55,224.1
LEGRAND ART RO WH PLATE  3M 575910,ARTEOR,Nos,526,55,236.7
LEGRAND ART RO WH PLATE  4M 575920,ARTEOR,Nos,554,55,249.3
LEGRAND ART RO WH PLATE  6M 575930,ARTEOR,Nos,1012,55,455.4
LEGRAND ART RO WH PLATE  8M HZ 576580,ARTEOR,Nos,1118,55,503.1
LEGRAND ART RO WH PLATE  8M SQ 575940,ARTEOR,Nos,1180,55,531
LEGRAND ART RO WH PLATE 12M 575950,ARTEOR,Nos,1720,55,774
LEGRAND ART RO WH SOCKET 13A. 573489,ARTEOR,Nos,666,55,299.7
LEGRAND ART RO WH SWITCH  6A  L 573300,ARTEOR,Nos,346,55,155.7
LEGRAND ART RO WH SWITCH  6A  R 573301,ARTEOR,Nos,346,55,155.7
LEGRAND ART RO WH SWITCH  6A 2W L 573305,ARTEOR,Nos,458,55,206.1
LEGRAND ART RO WH SWITCH  6A 2W R 573306,ARTEOR,Nos,458,55,206.1
LEGRAND ART RO WH SWITCH  6A M 573303,ARTEOR,Nos,522,55,234.9
LEGRAND ART RO WH SWITCH 20A 1W L 572064,ARTEOR,Nos,648,55,291.6
LEGRAND ART RO WH SWITCH 20A 1W R 572065,ARTEOR,Nos,648,55,291.6
LEGRAND ART RO WH SWITCH 20A 2M 573340,ARTEOR,Nos,732,55,329.4
LEGRAND ART RO WH SWITCH 20A 2W2M 573071,ARTEOR,Nos,798,55,359.1
LEGRAND ART RO WH SWITCH 3 GNG 2M 573072,ARTEOR,Nos,1754,55,789.3
LEGRAND ART RO WH SWITCH 32A DP 573326,ARTEOR,Nos,1982,55,891.9
LEGRAND ART RO WH TELE/CAT-6 2M 572324,ARTEOR,Nos,1513,55,680.85
LEGRAND ART RO WH USB CHARGER 2M 573423,ARTEOR,Nos,3346,55,1505.7
LEGRAND ART RO WH USB SOCKET 2M 573274,ARTEOR,Nos,1954,55,879.3
LEGRAND ART SQ GP PLATE  1M 575702,ARTEOR,Nos,540,55,243
LEGRAND ART SQ GP PLATE  2M 575712,ARTEOR,Nos,572,55,257.4
LEGRAND ART SQ GP PLATE  3M 575722,ARTEOR,Nos,608,55,273.6
LEGRAND ART SQ GP PLATE  4M 575732,ARTEOR,Nos,690,55,310.5
LEGRAND ART SQ GP PLATE  6M 575742,ARTEOR,Nos,1172,55,527.4
LEGRAND ART SQ GP PLATE  8M HZ 575752,ARTEOR,Nos,1306,55,587.7
LEGRAND ART SQ GP PLATE  8M SQ 575762,ARTEOR,Nos,1652,55,743.4
LEGRAND ART SQ GP PLATE 12M 575772,ARTEOR,Nos,2146,55,965.7
LEGRAND ART SQ GP PLATE 16M 575782,ARTEOR,Nos,2438,55,1097.1
LEGRAND ART SQ GP PLATE 18M 575792,ARTEOR,Nos,2852,55,1283.4
LEGRAND ART SQ MG BELL PUSH 1M 573613,ARTEOR,Nos,472,55,212.4
LEGRAND ART SQ MG BELL PUSH 2M 573659,ARTEOR,Nos,674,55,303.3
LEGRAND ART SQ MG BLANK PLATE 573649,ARTEOR,Nos,70,55,31.5
LEGRAND ART SQ MG BUZZER - 1M 573642,ARTEOR,Nos,1994,55,897.3
LEGRAND ART SQ MG DND MMR EXT 573661,ARTEOR,Nos,3250,55,1462.5
LEGRAND ART SQ MG DND MMR INT 573658,ARTEOR,Nos,2352,55,1058.4
LEGRAND ART SQ MG FAN REG 1M 573616,ARTEOR,Nos,1632,55,734.4
LEGRAND ART SQ MG FAN REG 2M 573663,ARTEOR,Nos,2012,55,905.4
LEGRAND ART SQ MG FAN REG 2M-8S 573656,ARTEOR,Nos,1910,55,859.5
LEGRAND ART SQ MG HDMI SOCKET 1M 572596,ARTEOR,Nos,10494,55,4722.3
LEGRAND ART SQ MG KEYCARD SWITCH 572744,ARTEOR,Nos,8532,55,3839.4
LEGRAND ART SQ MG LAN JACK RJ45 573628,ARTEOR,Nos,1360,55,612
LEGRAND ART SQ MG LIGHT DIMMER 2M 573662,ARTEOR,Nos,1986,55,893.7
LEGRAND ART SQ MG PLATE  1M 575811,ARTEOR,Nos,540,55,243
LEGRAND ART SQ MG PLATE  2M 575812,ARTEOR,Nos,572,55,257.4
LEGRAND ART SQ MG PLATE  3M 575813,ARTEOR,Nos,608,55,273.6
LEGRAND ART SQ MG PLATE  4M 575814,ARTEOR,Nos,690,55,310.5
LEGRAND ART SQ MG PLATE  6M 575815,ARTEOR,Nos,1172,55,527.4
LEGRAND ART SQ MG PLATE  8M HZ 575816,ARTEOR,Nos,1302,55,585.9
LEGRAND ART SQ MG PLATE  8M SQ 575817,ARTEOR,Nos,1652,55,743.4
LEGRAND ART SQ MG PLATE 12M 575818,ARTEOR,Nos,2156,55,970.2
LEGRAND ART SQ MG PLATE 16M 575819,ARTEOR,Nos,2438,55,1097.1
LEGRAND ART SQ MG PLATE 18M 575820,ARTEOR,Nos,2852,55,1283.4
LEGRAND ART SQ MG SKRT LIGHT 3M 573564,ARTEOR,Nos,1638,55,737.1
LEGRAND ART SQ MG SOCKET  6A. 573670,ARTEOR,Nos,515,55,231.75
LEGRAND ART SQ MG SOCKET 16A. 573671,ARTEOR,Nos,824,55,370.8
LEGRAND ART SQ MG SOCKET M. STD 573673,ARTEOR,Nos,693,55,311.85
LEGRAND ART SQ MG SW  SKT CMB 16A 573710,ARTEOR,Nos,2320,55,1044
LEGRAND ART SQ MG SWITCH  6A  573600,ARTEOR,Nos,272,55,122.4
LEGRAND ART SQ MG SWITCH  6A 2W 573602,ARTEOR,Nos,444,55,199.8
LEGRAND ART SQ MG SWITCH 16A 2W 573611,ARTEOR,Nos,850,55,382.5
LEGRAND ART SQ MG SWITCH 20A 2M 573652,ARTEOR,Nos,694,55,312.3
LEGRAND ART SQ MG SWITCH 20A 3SW 572543,ARTEOR,Nos,1682,55,756.9
LEGRAND ART SQ MG SWITCH 20A DP 573654,ARTEOR,Nos,1360,55,612
LEGRAND ART SQ MG SWITCH 20A IND 572563,ARTEOR,Nos,620,55,279
LEGRAND ART SQ MG SWITCH 32A DP 573612,ARTEOR,Nos,1896,55,853.2
LEGRAND ART SQ MG TELE. SOCKET 573626,ARTEOR,Nos,448,55,201.6
LEGRAND ART SQ MG TV SOCKET 573625,ARTEOR,Nos,460,55,207
LEGRAND ART SQ MG TWO PIN SOCKET 572604,ARTEOR,Nos,530,55,238.5
LEGRAND ART SQ MG USB CHARGER 1M 573444,ARTEOR,Nos,3140,55,1413
LEGRAND ART SQ MG USB CHARGER 2M 573482,ARTEOR,Nos,9698,55,4364.1
LEGRAND ART SQ MG USB CHARGER 2M 573622,ARTEOR,Nos,3478,55,1565.1
LEGRAND ART SQ MG USB SOCKET 1M 572775,ARTEOR,Nos,5245,55,2360.25
LEGRAND ART SQ P.ALU PLATE  1M 575701,ARTEOR,Nos,540,55,243
LEGRAND ART SQ P.ALU PLATE  2M 575711,ARTEOR,Nos,572,55,257.4
LEGRAND ART SQ P.ALU PLATE  3M 575721,ARTEOR,Nos,608,55,273.6
LEGRAND ART SQ P.ALU PLATE  4M 575731,ARTEOR,Nos,690,55,310.5
LEGRAND ART SQ P.ALU PLATE  6M 575741,ARTEOR,Nos,1172,55,527.4
LEGRAND ART SQ P.ALU PLATE  8M HZ 575751,ARTEOR,Nos,1302,55,585.9
LEGRAND ART SQ P.ALU PLATE  8M SQ 575761,ARTEOR,Nos,1652,55,743.4
LEGRAND ART SQ P.ALU PLATE 12M 575771,ARTEOR,Nos,2146,55,965.7
LEGRAND ART SQ P.ALU PLATE 16M 575781,ARTEOR,Nos,2438,55,1097.1
LEGRAND ART SQ P.ALU PLATE 18M 575791,ARTEOR,Nos,2852,55,1283.4
LEGRAND ART SQ P.ALU PLATE 24M 575801,ARTEOR,Nos,3236,55,1456.2
LEGRAND ART SQ WH BELL DING DG 2M 573443,ARTEOR,Nos,686,55,308.7
LEGRAND ART SQ WH BELL PUSH 1M 573413,ARTEOR,Nos,418,55,188.1
LEGRAND ART SQ WH BELL PUSH 1M IN 573414,ARTEOR,Nos,556,55,250.2
LEGRAND ART SQ WH BELL PUSH 2M 573459,ARTEOR,Nos,590,55,265.5
LEGRAND ART SQ WH BELL PUSH 2M IN 573460,ARTEOR,Nos,792,55,356.4
LEGRAND ART SQ WH BLANK PLATE 573449,ARTEOR,Nos,72,55,32.4
LEGRAND ART SQ WH DND MMR EXT 573461,ARTEOR,Nos,2840,55,1278
LEGRAND ART SQ WH DND MMR INT 573458,ARTEOR,Nos,2036,55,916.2
LEGRAND ART SQ WH FAN REG 1M 573416,ARTEOR,Nos,1416,55,637.2
LEGRAND ART SQ WH FAN REG 2M 573463,ARTEOR,Nos,1746,55,785.7
LEGRAND ART SQ WH FAN REG 2M-8S 573653,ARTEOR,Nos,1666,55,749.7
LEGRAND ART SQ WH HDMI SOCKET 1M 572096,ARTEOR,Nos,9980,55,4491
LEGRAND ART SQ WH INDICATOR 572452,ARTEOR,Nos,916,55,412.2
LEGRAND ART SQ WH KEY CARD 16A 2M 572244,ARTEOR,Nos,7752,55,3488.4
LEGRAND ART SQ WH LAN JACK RJ45 573428,ARTEOR,Nos,1127,55,507.15
LEGRAND ART SQ WH LIGHT DIMMER 2M 573462,ARTEOR,Nos,1720,55,774
LEGRAND ART SQ WH MCB 16A DP 572361,ARTEOR,Nos,5126,55,2306.7
LEGRAND ART SQ WH MIR PLATE 12M 575774,ARTEOR,Nos,10486,55,4718.7
LEGRAND ART SQ WH MIR PLATE 1M 575704,ARTEOR,Nos,2756,55,1240.2
LEGRAND ART SQ WH MIR PLATE 2M 575714,ARTEOR,Nos,2948,55,1326.6
LEGRAND ART SQ WH MIR PLATE 3M 575724,ARTEOR,Nos,3158,55,1421.1
LEGRAND ART SQ WH MIR PLATE 4M 575734,ARTEOR,Nos,3354,55,1509.3
LEGRAND ART SQ WH MIR PLATE 6M 575744,ARTEOR,Nos,6106,55,2747.7
LEGRAND ART SQ WH MIR PLATE 8MHZ 575754,ARTEOR,Nos,6726,55,3026.7
LEGRAND ART SQ WH MIR PLATE 8MSQ 575764,ARTEOR,Nos,8680,55,3906
LEGRAND ART SQ WH PLATE  1M 575700,ARTEOR,Nos,326,55,146.7
LEGRAND ART SQ WH PLATE  2M 575710,ARTEOR,Nos,344,55,154.8
LEGRAND ART SQ WH PLATE  3M 575720,ARTEOR,Nos,386,55,173.7
LEGRAND ART SQ WH PLATE  4M 575730,ARTEOR,Nos,404,55,181.8
LEGRAND ART SQ WH PLATE  6M 575740,ARTEOR,Nos,738,55,332.1
LEGRAND ART SQ WH PLATE  8MHZ 575750,ARTEOR,Nos,820,55,369
LEGRAND ART SQ WH PLATE  8MSQ 575760,ARTEOR,Nos,1034,55,465.3
LEGRAND ART SQ WH PLATE 12M 575770,ARTEOR,Nos,1264,55,568.8
LEGRAND ART SQ WH PLATE 16M 575780,ARTEOR,Nos,1514,55,681.3
LEGRAND ART SQ WH PLATE 18M 575790,ARTEOR,Nos,1676,55,754.2
LEGRAND ART SQ WH PLATE 24M 575800,ARTEOR,Nos,2002,55,900.9
